id,name,members_count,observers_count,leaders_count,members_pending_count,observers_pending_count,leaders_pending_count,total_people,workspace_id,workspace_name,restricted,description
33000162357,CWT CTS Tech LATAM,8,0,0,0,0,0,8,2,My Team,no,"This group provide navigation & technical break/fix support within CWTs external facing tools for all regional clients. They support customers using the local language as well as english.  REGION SCOPE: Argentina, Chile, Colombia, Mexico, Costa Rica & Partner Countries"
33000162358,CWT CTS Tech NL,8,0,0,0,0,0,8,2,My Team,no,This group provide navigation & technical break/fix support within CWTs external facing tools for all regional clients. They support customers using the local language as well as english.  REGION SCOPE: Netherlands
33000162359,CWT CTS TECH PH,37,0,0,0,0,0,37,2,My Team,no,"This group provide navigation & technical break/fix support in CWTs external facing tools for clients with multi service center/english only support.  REGION SCOPE: UK&IR, APAC, NORAM and Global MSC ENGLISH language only contracted clients. TEAM LEADERS: Anthony Gurdiel, Ma April Therese Barcelona, Roed Albert Malicdem"
33000162360,CWT CTS Tech SE,10,0,0,0,0,0,10,2,My Team,no,This group provide navigation & technical break/fix support within CWTs external facing tools for all regional clients. They support customers using the local language as well as english.  REGION SCOPE: Sweden
33000163043,CWT CTS TECH TOKENIZATION,5,0,0,0,0,0,5,2,My Team,no,Case resolution for Tokenization Issues
33000163044,CWT CTS Tech US Soil,3,0,0,0,0,0,3,2,My Team,no,This group provide navigation & technical break/fix within CWT external facing tools as well as  client maintenence for US SOIL ONLY contracts. All members are US citizens.  REGION SCOPE: United States
33000163045,CWT CTS Urgent Care,10,0,0,0,0,0,10,2,My Team,no,This group is responsible for the CTS escalation process.   SCOPE: Urgent ticket triaging & escalations.  REGION SCOPE: Global TEAM LEADER: Roed Albert Malicdem
33000163046,CWT Customer Care ACCENTURE FTS,22,0,0,0,0,0,22,2,My Team,no,"This group is for the Accenture Customer Care teams in MNL, PL, US supporting Follow The Sun service structure.   April 4, 2026: Manager updated from Darlene Banista to Melanie Low.  RITM0540727"
33000163047,CWT Customer Care APAC Global,11,0,0,0,0,0,11,2,My Team,no,"This group is for APAC Customer Care supporting Global clients e.g. Genpact, Booking.com for Business  April 4, 2026: Manager updated from Darlene Banista to Melanie Low.  RITM0540727"
33000163048,CWT Customer Care APAC Shared,9,0,0,0,0,0,9,2,My Team,no,"This group is for APAC Customer Care supporting shared clients  April 4, 2026: Manager updated from Darlene Banista to Melanie Low.  RITM0540727"
33000163049,CWT Customer Care BENELUX,13,0,0,0,0,0,13,2,My Team,no,This group is for Customer Care BENELUX supporting ALL BENELUX clients including RSC Belgium's
33000163050,CWT Customer Care China,2,0,0,0,0,0,2,2,My Team,no,"This group is for China Customer Care team  April 4, 2026: Manager updated from Laura Lu to Melanie Low.  RITM0540727"
33000163051,CWT Customer Care DACH,13,0,0,0,0,0,13,2,My Team,no,This group is for DACH Customer Care supporting ALL clients
33000163052,CWT Customer Care FRANCE,10,0,0,0,0,0,10,2,My Team,no,This group is for FRANCE Customer Care supporting ALL clients
33000163053,CWT Customer Care FTS AMERICAS,23,0,0,0,0,0,23,2,My Team,no,This group is for Customer Care teams in AMERICAS supporting Follow The Sun service structure (exc. Accenture and Meta)
33000163054,CWT Customer Care FTS APAC,9,0,0,0,0,0,9,2,My Team,no,"This group is for Customer Care teams in APAC supporting Follow The Sun service structure (exc. Accenture and Meta)  April 4, 2026: Manager updated from Darlene Banista to Melanie Low.  RITM0540727"
33000163055,CWT Customer Care FTS EMEA,14,0,0,0,0,0,14,2,My Team,no,This group is for Customer Care teams in EMEA supporting Follow The Sun service structure (exc. Accenture and Meta)
33000163056,CWT Customer Care ITALY,13,0,0,0,0,0,13,2,My Team,no,This group is for ITALY Customer Care supporting ALL clients
33000163057,CWT Customer Care LATAM,7,0,0,0,0,0,7,2,My Team,no,This group is for LATAM Customer Care supporting ALL clients
33000163058,CWT Customer Care META Global,23,0,0,0,0,0,23,2,My Team,no,This group is for Customer Care agents supporting META globally.
33000163059,CWT Customer Care NORAM Shared,31,0,0,0,0,0,31,2,My Team,no,This group is for NORAM Customer Care agents supporting Shared clients
33000163010,CWT Customer Care NORDICS,13,0,0,0,0,0,13,2,My Team,no,"This group is for NORDICS Customer Care supporting ALL clients in Denmark, Finland & Sweden"
33000163011,CWT Customer Care PL GSC Shared,14,0,0,0,0,0,14,2,My Team,no,This group if for PL GSC Customer Care team supporting Shared clients
33000163012,CWT Customer Care SPAIN,13,0,0,0,0,0,13,2,My Team,no,This group is for SPAIN Customer Care supporting ALL clients
33000163013,CWT Customer Care UKIE,13,0,0,0,0,0,13,2,My Team,no,This group is for UKIE Customer Care supporting ALL clients
33000163014,CWT Customer Care UN PL GSC,9,0,0,0,0,0,9,2,My Team,no,This group is for GSC POLAND Customer Care agents supporting UN (previously HP)
33000163015,CWT Customer Experience Manila,2,0,0,0,0,0,2,2,My Team,no,Customer Experience Manila
33000162361,CWT CUSTOMER SETTLEMENT,5,0,0,0,0,0,5,2,My Team,no,null
33000162526,CWT CXP Admin Group,9,0,0,0,0,0,9,2,My Team,no,Support CX Platform Issues
33000162987,CWT CXP Americas Support,5,0,0,0,0,0,5,2,My Team,no,Regional support group for CXP - team handles questions and requests related to Counsellor Platform. Focuses on technical queries and problems.
33000162988,CWT CXP Dashboard Report View,1,0,0,0,0,0,1,2,My Team,no,null
33000162989,CWT CXP Development,6,0,0,0,0,0,6,2,My Team,no,This team will deal with creating new User Stories and defects based on Production Support Tickets raised.
33000162527,CWT CXP Email Channel Optimisation,10,0,0,0,0,0,10,2,My Team,no,Participation in the governance and exception approval processes surrounding email channel - Counselor Platform
33000162528,CWT CXP L3 Global,6,0,0,0,0,0,6,2,My Team,no,On-Call Support for Pega / CXP Application
33000162990,CWT CXP Robotics,4,0,0,0,0,0,4,2,My Team,no,Robotic team working to ensure Counselor Platform can integrate items with our current desktop tools
33000162529,CWT Cyber Security,13,0,0,0,0,0,13,2,My Team,no,"Cyber Security group is involved high severity security incident investigations (security incident severity 1, 2). Updated group email address per Leif Wilson 2/27/25. Removed group email address  per Matt Brandle 2/28/2025 (DTS)"
33000162530,CWT CZ Field IT,2,0,0,0,0,0,2,2,My Team,no,Updated Manager as Matthew Hammond is no longer an active employee
33000162531,CWT D&G Analytics DevOps and Support,3,0,0,0,0,0,3,2,My Team,no,"This group will  be dedicated  to support the D&G Analytics Platform. The following will be the main tasks of the team:  1. Application  Administration 2. Production Deployment 3. Issues and Incident Management 4. Platform Monitoring and Automation   This will be a separate group from 'CWT Analytics DevOps and Support'  team, which is the primary support team for Commercial Analytics Platform."
33000162991,CWT D&G Data Access Approver Group,1,0,0,0,0,0,1,2,My Team,no,Group created to provide approval for the M&G Data Access Requet form
33000162532,CWT D&G Resolve Access,1,0,0,0,0,0,1,2,My Team,no,Group for handling Resolve Access Requests
33000162443,CWT D&G SECURITY,6,0,0,0,0,0,6,2,My Team,no,null
33000163810,CWT DACH Rail,0,0,0,0,0,0,0,2,My Team,no,
33000162369,CWT Daily Ops Report,1,0,0,0,0,0,1,2,My Team,no,This will be the group to receive the scheduled daily operations reports
33000162370,CWT Data & Analytics Product Management,7,0,0,0,0,0,7,2,My Team,no,null
33000163023,CWT Data Delivery (CDD) Approvers,2,0,0,0,0,0,2,2,My Team,no,CWT Data Delivery (CDC) is an scheduling application with a web interface. Stores and processes data from different sources in predefined data layout. Sends documents and files by emails or SFTP
33000162371,CWT Data Exchange,3,0,0,0,0,0,3,2,My Team,no,null
33000162204,CWT Data Implementation & Support,6,0,0,0,0,0,6,2,My Team,no,Implementation & Support for Glory Data   I'm opening on behalf of Thibault Gely on this team
33000162446,CWT DATA INTEGRITY IQ,5,0,0,0,0,0,5,2,My Team,no,null
33000162992,CWT Data Logistics Administration,4,0,0,0,0,0,4,2,My Team,no,null
33000162993,CWT Data Logistics Development,5,0,0,0,0,0,5,2,My Team,no,null
33000162372,CWT Datacenter Operations,5,0,0,0,0,0,5,2,My Team,no,"Switch  The SUPERNAP Team 24 Hours Assistance 702.267.6602 | 866.229.5151 support@supernap.com CWT SPOC Information: Kirk Kamm Chong Tian Soo   **Switch can be engaged by email or phone 24x7 for all support requests including ""Smart Hands"".  All requests are routed to the CWT SPOC's for authorization."
33000162447,CWT DataLake Product Team,5,0,0,0,0,0,5,2,My Team,no,This assignment Group is required by the Datalake Operations / Admins team in order to receive tickets related to incidents or requests for Data Lake.
33000162448,CWT DCC Deimplementation,38,0,0,0,0,0,38,2,My Team,no,"This group is assigned offical Client Deimplementation requests, submitted by stakeholders through the external Gateway form."
33000162449,CWT DCC Designated Site Admin maintenance,22,0,0,0,0,0,22,2,My Team,no,"Client Maintenance, Setup, Configuration Changes for clients contracted with Designated Site Admin."
33000162450,CWT DCC Global Online Managers,14,0,0,0,0,0,14,2,My Team,no,"Client Maintenance, Setup, Configuration Changes for clients contracted with Global Online Managers."
33000162451,CWT DCC myCWT maintenance,7,0,0,0,0,0,7,2,My Team,no,"""This group manages set-up and client configuration requests for myCWT.  IMPORTANT - this group does not provide ANY technical support for myCWT. That is managed by CTS Tech teams. """
33000162452,CWT DCC OBT maintenance,25,0,0,0,0,0,25,2,My Team,no,"This group manages set-up and client configuration requests in Online Booking Tools (OBT). Scope is APAC, NORAM, LATAM and Global client accounts.  IMPORTANT - this group does not provide ANY technical support for OBTs. That is managed by CTS Tech teams."
33000162453,CWT DCC Online Services maintenance,4,0,0,0,0,0,4,2,My Team,no,This group manages set-up and client configuration requests for myCWT Itinerary.  IMPORTANT - this group does not provide ANY technical support for above products. That is managed by CTS Tech teams.
33000162454,CWT DCC Portrait maintenance,7,0,0,0,0,0,7,2,My Team,no,This group manages set-up and client configuration requests in CWT Portrait.  IMPORTANT - this group does not provide ANY technical support for Portrait. That is managed by CTS Tech teams.
33000162455,CWT DCC Project & Product Onboarding,4,0,0,0,0,0,4,2,My Team,no,"This group is assigned offical project and product onboarding, submitted by stakeholders through the external Gateway form."
33000162456,CWT DCC TECH PH BFT,35,0,0,0,0,0,35,2,My Team,no,"'-- ONLY TO BE USED BY CTS TECH MANILA EMPLOYEES. --  Jan 14, 2025: Renamed from CTS TECH PH BFT to DCC TECH PH BFT per SCTASK0478932 (Regine Joyce De Leon)"
33000162205,CWT DDB GLOBAL SUPPORT,3,0,0,0,0,0,3,2,My Team,no,null
33000162459,CWT DDO APAC,14,0,0,0,0,0,14,2,My Team,no,null
33000162460,CWT DDO DE,9,0,0,0,0,0,9,2,My Team,no,null
33000162206,CWT DDO EMEA,13,0,0,0,0,0,13,2,My Team,no,null
33000162463,CWT DDO Global Glory Corrections,7,0,0,0,0,0,7,2,My Team,no,DDO Global Glory Corrections - This group will be used by DDO Global Glory corrections team that is base in India. All Glory corrections related GREQ tickets will get assign to this group.
33000162464,CWT DDO GLOBAL IMPLEMENTATIONS,4,0,0,0,0,0,4,2,My Team,no,DQS tasks for client implementation and maintenance
33000162465,CWT DDO LATAM,11,0,0,0,0,0,11,2,My Team,no,null
33000162466,CWT DDO NORAM,13,0,0,0,0,0,13,2,My Team,no,"NORAM Information Delivery is being renamed to DQS NORAM to fall in line with the new organizational structure for this team.  Eventually, the NORAM Information Delivery team assignment group will be disabled."
33000162467,CWT DE IT DEVELOPMENT,2,0,0,0,0,0,2,2,My Team,no,Monitor and control the DE-fileservice data flow from IT side:  WINGS - MOVEit and servers involved in process.
33000162468,CWT DEB.STAMMDATEN,1,0,0,0,0,0,1,2,My Team,no,Price Optimization EMEA - AT/DE
33000162994,CWT Decision Tables Admin,1,0,0,0,0,0,1,2,My Team,no,null
33000162469,CWT Desktop Configuration,6,0,0,0,0,0,6,2,My Team,no,"June 30, 2025: Group renamed from TXC L2 POWER BASE to Desktop Configuration"
33000162207,CWT Desktop Support,6,0,0,0,0,0,6,2,My Team,no,"Global 2nd Level Support for Power Desktops: Power Express/Power Turbo and data maintenance of Power Base and Power Library. Global team owning GDS Line Definitions maintenance on all GDS and Sabre Templates. Alternative SN group: CIS EMEA PRODUCTS RZE  June 30, 2025: Group renamed from TXC L2 POWER DESKTOPS to Desktop Support"
33000162472,CWT Desktop Support - Power Hotel,6,0,0,0,0,0,6,2,My Team,no,"June 30, 2025: Group renamed from TXC L2 Power Hotel to Desktop Support - Power Hotel"
33000162995,CWT DESKTOP-SOFTWARE-USER,1,0,0,0,0,0,1,2,My Team,no,Role group for desktop software maintenanace
33000162373,CWT Digital Air Booking T3,13,0,0,0,0,0,13,2,My Team,no,"CWT Digital Air Booking T3 group is in charge of Air Booking support for web and mobile (CWT To Go). Development resources are reserved for resolving only the most complex issues which require product /platfrom code review , code invsetigation, code change and debugging"
33000162374,CWT Digital Email Itinerary & E-ticket T3,5,0,0,0,0,0,5,2,My Team,no,null
33000162375,CWT Digital Flight Status T3,4,0,0,0,0,0,4,2,My Team,no,null
33000162473,CWT Digital Implementation - OBT,28,0,0,0,0,0,28,2,My Team,no,"Digital Implementation Team based in APAC and responsible for Portrait & OBT Implementations for New and Existing Clients  Renamed group from Digital Implementation - OBT APAC to ""Digital Implementation - OBT"" 5/8/23 per Tenille."
33000162376,CWT Digital myCWT Car Booking T3,4,0,0,0,0,0,4,2,My Team,no,This group is tier 3 support for myCWT Car Booking application available on iOS
33000162377,CWT Digital myCWT IDM T3,5,0,0,0,0,0,5,2,My Team,no,"CWT Digital myCWT IDM T3 is a group responsible for Tier 3 support for cases Level 2 support is unable to resolve on their own. Development resources are reserved for resolving only the most complex issues which require code review , code change, defects resolution for Sign in, registration, access issues and password related flows, SSO, etc."
33000162378,CWT Digital myCWT Mobile T3,6,0,0,0,0,0,6,2,My Team,no,"CWT Digital myCWT Mobile T3 group is in charge of myCWT Mobile App (myCWT Mobile \ CWT To Go) support for cases Level 2 support is unable to handle. Development resources are reserved for resolving only the most complex issues which require product /platfrom code review , code invsetigation, code change and debugging"
33000162379,CWT Digital myCWT Website T3,6,0,0,0,0,0,6,2,My Team,no,"CWT Digital myCWT Web development group are in charge of myCWT Web development . Development resources are reserved for resolving only the most complex issues invsetigation which require product /platfrom code review , code invsetigation, code change and debugging"
33000162380,CWT Digital Online Itinerary T3,4,0,0,0,0,0,4,2,My Team,no,"CWT Digital Itinerary development group are in charge of Itinerary development (Online Itinerary, concur E-receipts)  Development resources are reserved for resolving only the most complex issues  which require product /platfrom code review , code invsetigation, code change and debugging"
33000162381,CWT Digital Operations,13,0,0,0,0,0,13,2,My Team,no,Groups for all digital production 24/7 operations issues (either servers or applications)
33000162533,CWT Digital Portrait NCA,2,0,0,0,0,0,2,2,My Team,no,This is needed to manage all Non Code Assets content of the portrait database
33000162229,CWT Digital Portrait T3,5,0,0,0,0,0,5,2,My Team,no,"CWT Digital Portrait T3 group is in charge of CWT Portrait support. Development resources are reserved for resolving only the most complex issues invsetigation which require product /platfrom code review , code invsetigation, code change and debugging."
33000162536,CWT Digital Pre-Departure Email T3,4,0,0,0,0,0,4,2,My Team,no,"T3 group of CWT's Pre-Departure emails. Only tickets related to this issue that requires development intervention (code fix, database configuration, UI issues etc.) should be assign to this group from L2 Support only."
33000162537,CWT Digital Program Messenger T3,5,0,0,0,0,0,5,2,My Team,no,"CWT Digital Program Messenger T3 group is in charge of Program Messenger support for cases Level 2 support is unable to handle. Development resources are reserved for resolving only the most complex issues which require product /platfrom code review , code invsetigation, code change and debugging"
33000162538,CWT Digital RoomIt and Hotel Booking T3,4,0,0,0,0,0,4,2,My Team,no,"CWT Digital RoomIt development group are in charge of RoomIt mobile and web development . Development resources are reserved for resolving only the most complex issues invsetigation which require product /platfrom code review , code invsetigation, code change and debugging"
33000163377,CWT Digital Security,0,0,0,0,0,0,0,2,My Team,no,
33000162539,CWT Digital SSO Implementation T3,5,0,0,0,0,0,5,2,My Team,no,CWT SSO implementation group are in charge of myCWT identity management Ping SSO inbound and outbound implementation. Development resources are reserved for resolving only the most complex issues related to Ping SSO implementation
33000162996,CWT Discovery Admin,1,0,0,0,0,0,1,2,My Team,no,null
33000162474,CWT DnA Product Management,4,0,0,0,0,0,4,2,My Team,no,P&T Data Management including enhancements and explanations on business rules and logic applied to reporting data used in Analytics and Analytiqs.
33000162997,CWT DNA.IQ.DEV,6,0,0,0,0,0,6,2,My Team,no,Active Directory Group for the AnalytIQs Development Team.
33000163024,CWT DOC BANK SUPPORT - M & G,4,0,0,0,0,0,4,2,My Team,no,Support of Document Bank ticket tracking system (DnG)
33000162475,CWT DOC BANK-ONCALL,4,0,0,0,0,0,4,2,My Team,no,null
33000163025,CWT Document Bank Approvers,2,0,0,0,0,0,2,2,My Team,no,Approver Group
33000162540,CWT DOCUMENT BANK SUPPORT,7,0,0,0,0,0,7,2,My Team,no,Support of Document Bank ticket tracking system (Comm)
33000162476,CWT DQS CHINA,1,0,0,0,0,0,1,2,My Team,no,China local team who manage Glory errors and local Setups
33000162208,CWT E2 DEVELOPMENT,15,0,0,0,0,0,15,2,My Team,no,"This team is on-call support for E2 Solutions web application and subsystems including GetThere, RNT, Integration and government agency support including Department of State (DOS), Department of Education (DOED), Department of Labor (DOL), Social Security Administration (SSA) and other agencies under the E-Travel Services (ETS) contract."
33000162479,CWT E2 PRODUCTION SUPPORT,2,0,0,0,0,0,2,2,My Team,no,null
33000162480,CWT E2VoucherFinanceGroup,2,0,0,0,0,0,2,2,My Team,no,"Application used exclusively by the M&G Finance group to import, store and export E2 voucher data. This data is ultimately used to create audit trails and billing documents for customers."
33000162998,CWT EA Domain Approvers,3,0,0,0,0,0,3,2,My Team,no,This group is used is Approver/Assignment group for the domain cleanup effort.
33000162999,CWT ECMDB Admin,1,0,0,0,0,0,1,2,My Team,no,Role group providing the ecmdb_admin role. This role is required in order to update or delete CMDB records.
33000162230,CWT EDE,6,0,0,0,0,0,6,2,My Team,no,NORAM EDE MOVEit Administration
33000163000,CWT EE Field IT,2,0,0,0,0,0,2,2,My Team,no,null
33000163001,CWT EG Change Management,3,0,0,0,0,0,3,2,My Team,no,null
33000162481,CWT EG PRODUCT MGMT SUPPORT,2,0,0,0,0,0,2,2,My Team,no,null
33000163002,CWT EIT Corp Systems Approvers,2,0,0,0,0,0,2,2,My Team,no,This group will be responsible for the ongoing domain cleanup process and be part of the sign off from ALL teams that use domains to validate / approve the domains that are marked for sunset.
33000162543,CWT EIT DnA Data Integrity L3,3,0,0,0,0,0,3,2,My Team,no,Support DnA application
33000163361,CWT EIT DnA Platform Admin L3,0,0,0,0,0,0,0,2,My Team,no,
33000162482,CWT EIT ENT TOOLS,7,0,0,0,0,0,7,2,My Team,no,Enterprise Tools Team
33000163003,CWT EIT FTS Leadership,5,0,0,0,0,0,5,2,My Team,no,null
33000163004,CWT EIT Leadership Team,2,0,0,0,0,0,2,2,My Team,no,Changed Manager of this from John Pelant to Brian Toso.  DO NOT CHANGE THE MANAGER TO JOHN PELANT!  This will cause him to receive certificate renewal notifications.  He does not like them.
33000163005,CWT EIT LT Reporting,7,0,0,0,0,0,7,2,My Team,no,Group used to share ServiceNow reporting & dashboards only
33000163006,CWT EIT Process & Governance,1,0,0,0,0,0,1,2,My Team,no,Group for EIT Service Management IT Process & Governance team
33000163007,CWT EIT Service Management,1,0,0,0,0,0,1,2,My Team,no,"Used for EIT Service Management to share dashboards, Task boards etc"
33000163008,CWT Electronic Invoice _ LATAM,7,0,0,0,0,0,7,2,My Team,no,null
33000163026,CWT EMEA Avaya Approvers,7,0,0,0,0,0,7,2,My Team,no,EMEA Avaya changes approval group. EMEA group to perform same role as CWT Avaya Approvers (NORAM)
33000162483,CWT EMEA BPG Counselor Tools,7,0,0,0,0,0,7,2,My Team,no,This group is the cross-country group used to maintain and implement local tools dedicated to travel agents
33000162484,CWT EMEA BPG Service,4,0,0,0,0,0,4,2,My Team,no,null
33000162485,CWT EMEA EDE,6,0,0,0,0,0,6,2,My Team,no,EDE MoveIT Administration
33000162209,CWT EMEA IT AS/400 SYS ENGINEERING,3,0,0,0,0,0,3,2,My Team,no,null
33000163009,CWT EMEA IT BELUX CAB,3,0,0,0,0,0,3,2,My Team,no,Updated Manager as Matthew Hammond is no longer an active employee
33000163105,CWT EMEA IT COE LANDESK,1,0,0,0,0,0,1,2,My Team,no,Updated Manager as Matthew Hammond is no longer an active employee
33000163106,CWT EMEA IT EG CAB,3,0,0,0,0,0,3,2,My Team,no,EG CAB
33000163107,CWT EMEA IT GIP,1,0,0,0,0,0,1,2,My Team,no,null
33000163108,CWT EMEA IT IT CAB,4,0,0,0,0,0,4,2,My Team,no,IT CAB
33000163109,CWT EMEA IT NL CAB,3,0,0,0,0,0,3,2,My Team,no,Updated Manager as Matthew Hammond is no longer an active employee
33000162488,CWT EMEA IT Request Fulfilment,22,0,0,0,0,0,22,2,My Team,no,This group will be used for EMEA purposes- requests and incidents coming from local countries
33000162489,CWT EMEA IT WINGS,2,0,0,0,0,0,2,2,My Team,no,null
33000163027,CWT EMEA_ES Physical Security,3,0,0,0,0,0,3,2,My Team,no,Employee Badge Provisioning Spain
33000163028,CWT EMEA_FR Physical Security,3,0,0,0,0,0,3,2,My Team,no,Employee Badge Provisioning Framce
33000163029,CWT EMEA_IL Physical Security,3,0,0,0,0,0,3,2,My Team,no,Employee Badge Provisioning Isreal
33000163030,CWT EMEA_PL Physical Security,3,0,0,0,0,0,3,2,My Team,no,Employee Badge Provisioning Poland
33000162210,CWT Enhance ME User Support,4,0,0,0,0,0,4,2,My Team,no,"The purpose of this group is to field and service requests from super users globally related to maintenance, system issues and user access requests for the technology supporting Meetings and Events.  Current scope includes Enhance ME, Meetingbox, Cvent and MER (Meetings and Events Repository).  July 9, 2024: RITM0341292: Update Manager from Ela Buda-Koszowska to Stacie Halladay"
33000163031,CWT Enterprise Architecture,6,0,0,0,0,0,6,2,My Team,no,null
33000163110,CWT ERP - MarkView Debit Memo Gov,3,0,0,0,0,0,3,2,My Team,no,Approved after changed to Comment User
33000163111,CWT ERP IT COA,2,0,0,0,0,0,2,2,My Team,no,null
33000162149,CWT ERP IT Fulfillment,4,0,0,0,0,0,4,2,My Team,no,"Fulfillment of ERP Requests - all team members for ERP IT Team  March 31, 2023 - Added Group email and unchecked 'Include members' per request from Diana Fieldseth."
33000163112,CWT ERP IT GL Forms,4,0,0,0,0,0,4,2,My Team,no,null
33000162150,CWT ERP IT Governance,4,0,0,0,0,0,4,2,My Team,no,null
33000163113,CWT ERP IT PPM Governance,5,0,0,0,0,0,5,2,My Team,no,null
33000162498,CWT ERP IT SUPPORT,4,0,0,0,0,0,4,2,My Team,no,CWT ORACLE FINANCIAL APPLICATIONS SUPPORT
33000162499,CWT ERP IT Training,4,0,0,0,0,0,4,2,My Team,no,used to assign training materials when fulfilling Oracle EBS access requests
33000163114,CWT ERP PROJECT SETUP,3,0,0,0,0,0,3,2,My Team,no,null
33000163115,CWT ERROR LOG MANAGEMENT TEAM,1,0,0,0,0,0,1,2,My Team,no,null
33000163116,CWT ES OPS IMPLEMENTACION,3,0,0,0,0,0,3,2,My Team,no,null
33000163117,CWT ES OPS PERFILES,3,0,0,0,0,0,3,2,My Team,no,null
33000163118,CWT ES WINGS 2ND LEVEL,3,0,0,0,0,0,3,2,My Team,no,null
33000162500,CWT Escalation Management Team,23,0,0,0,0,0,23,2,My Team,no,Global Major Incident Hotline -Respond to Escalated calls for highly severity incidents  Major Incident Recovery Assessment and Business Impact Service Recovery Coordination and Communication Event Monitoring Incident SLA's (P3 and P4)
33000163119,CWT Escalation Management Team On-Call,1,0,0,0,0,0,1,2,My Team,no,Escalation Coordinators weekend on-call support list
33000162501,CWT ETG API Tech Team,10,0,0,0,0,0,10,2,My Team,no,null
33000163090,CWT ETG Manila Automation Admins,5,0,0,0,0,0,5,2,My Team,no,A group for the ETG Manila Automation users that will be assigned as admins for Windows Server instances that runs the automation systems.
33000162544,CWT ETL DEVELOPMENT,7,0,0,0,0,0,7,2,My Team,no,null
33000163091,CWT EUC - Leadership,2,0,0,0,0,0,2,2,My Team,no,Validates any non standard hardware or software requests
33000162502,CWT EUT Citrix,13,0,0,0,0,0,13,2,My Team,no,EUT Citrix Incidents Changes
33000163092,CWT EUT Citrix Assignment Group,6,0,0,0,0,0,6,2,My Team,no,Assignment group for Changes and Service Requests
33000163093,CWT EUT Desktop Experience Monitoring,3,0,0,0,0,0,3,2,My Team,no,EIT EUS Desktop Experience Monitoring
33000163094,CWT EUT Mac OS,4,0,0,0,0,0,4,2,My Team,no,EIT EUS Mac OS incidents Assignment group for Incidents
33000162602,CWT EUT Mac OS Assignment Group,3,0,0,0,0,0,3,2,My Team,no,EIT EUS Assignment group for Changes and Service Requests Support Group for Jamf Pro CI
33000162151,CWT EUT MEMCM (SCCM),6,0,0,0,0,0,6,2,My Team,no,Assignment group for Incidents  Team Lead: Scott Carroll ITLT: Carrie Mcauley Next Level Leader: Brian Toso
33000162605,CWT EUT MEMCM (SCCM) Assignment Group,5,0,0,0,0,0,5,2,My Team,no,EIT EUS MEMCM (SCCM) Chang & Service Req Assignment group for Changes and Service Requests
33000163095,CWT EUT MEMMI (Intune),5,0,0,0,0,0,5,2,My Team,no,EIT EUS MEMMI Intune Incidents Assignment group for Incidents
33000163096,CWT EUT MEMMI (Intune) Assignment Group,4,0,0,0,0,0,4,2,My Team,no,EIT EUS MEMMI Intune Chang & Service Req Assignment group for Changes and Service Requests
33000163097,CWT EUT Thin Clients,4,0,0,0,0,0,4,2,My Team,no,EUT Thin Clients Incidents
33000163098,CWT EUT Thin Clients Assignment Group,1,0,0,0,0,0,1,2,My Team,no,EUT Thin Clients Assignment Group Changes
33000162606,CWT EUT Windows OS,5,0,0,0,0,0,5,2,My Team,no,EIT EUS Windows OS Incident Assignment group for Incidents
33000163099,CWT EUT Windows OS Assignment Group,4,0,0,0,0,0,4,2,My Team,no,EIT EUS Win OS Chang & Service Req Assignment group for Changes and Service Requests
33000163100,CWT EUT Windows Virtual Desktop,4,0,0,0,0,0,4,2,My Team,no,EUT Windows Virtual Desktop Assignment Group Changes
33000163101,CWT EUT WVD Assignment Group,4,0,0,0,0,0,4,2,My Team,no,EUT Windows Virtual Desktop Changes and  Assignment group for Changes and Service Requests
33000163102,CWT Event Management,1,0,0,0,0,0,1,2,My Team,no,null
33000163103,CWT EVENT MANAGEMENT ADMIN,1,0,0,0,0,0,1,2,My Team,no,Rold group for applying the evt_mgmt_admin role
33000163104,CWT EVENT MANAGEMENT USER,1,0,0,0,0,0,1,2,My Team,no,Role group for applying the evt_mgmt_user role
33000163060,CWT Executive CAB,27,0,0,0,0,0,27,2,My Team,no,The group of leaders who make up the Executive CAB
33000163061,CWT External Kong approver,3,0,0,0,0,0,3,2,My Team,no,External Kong gateway approver group
33000163062,CWT False Positive Approver,1,0,0,0,0,0,1,2,My Team,no,The group contains the approvers to approve the false positive requests of remediation tasks and vulnerable items.
33000163063,CWT FC BRAZIL,3,0,0,0,0,0,3,2,My Team,no,null
33000162607,CWT FIELD IT OPS SATO EMEA,10,0,0,0,0,0,10,2,My Team,no,null
33000162152,CWT Finance Systems Development - APAC,10,0,0,0,0,0,10,2,My Team,no,"This teams provides development and incident support for Travcom, LTF, E-Invoice and other Finanace IT support in APAC."
33000162610,CWT Finance-Singapore,2,0,0,0,0,0,2,2,My Team,no,null
33000163064,CWT Financeiro ADMs & EOs BR,4,0,0,0,0,0,4,2,My Team,no,Esse grupo é quem vai disparar os chamados sobres os registros
33000162611,CWT FINANCIAL APP SUPPORT/CLMS,6,0,0,0,0,0,6,2,My Team,no,Please set up a ticket to update the attached SR for new NG-Rebate Transaction Fees and Updated CLIN's.   CWT Service Now: FINANCIAL APP SUPPORT/CLMS Product Type (Configuration Item): Financial Applications (Misc.)  Problem Type: ACCOUNTING REPORTS (MISC)
